2022-07-15 20:59:04,Grundor Ironthorn,87,5,Corrupted Alchemist,Defeated
2023-08-31 06:05:30,Azalor Shadowgale,125,242,Phantom Banshee,Captured
2023-08-13 12:52:48,Isolde Runesong,93,23,Water Elemental,Captured
2021-08-06 05:13:41,Elandria Stoneforge,152,74,Cave Spider,Escaped
2022-02-09 00:14:38,Raelan Leafwhisper,258,245,Flamekeeper Elemental,Defeated
2023-06-16 19:29:20,Oberion Leafwhisper,104,120,Ice Elemental,Escaped
2023-02-27 01:23:18,Orik Earthshaker,193,58,Haunted Marionette,Captured
2023-05-22 08:55:20,Thundara Skullcrusher,248,238,Crimson Rogue,Captured
2022-06-14 20:21:47,Morwyn Warclaw,55,15,Golden Gryphon,Escaped
2023-05-05 01:09:59,Saphyra Deathbringer,119,82,Corrupted Paladin,Defeated
2023-06-19 12:14:10,Lunarion Darkbane,181,54,Ethereal Banshee,Defeated
2021-09-14 03:39:40,Azalor Thundersong,65,41,Armored Basilisk,Escaped
2022-12-02 06:49:45,Xyphera Firetalon,268,195,Twilight Satyr,Captured
2021-02-07 00:42:14,Quorlinn Ironsong,244,70,Twisted Dryad,Escaped
2022-07-10 05:19:11,Runorin Brightscale,239,26,Fallen Archangel,Captured
2021-10-14 06:07:46,Endora Firethorn,81,171,Voracious Goblin,Defeated
2023-01-12 18:55:35,Orik Stormstrike,48,43,Fallen Archangel,Defeated
2023-06-18 15:03:36,Faenar Starshield,31,99,Magma Serpent,Escaped
2021-10-05 09:46:05,Veyla Brightscale,155,105,Cyclops Brute,Captured
2021-10-27 20:57:54,Lyrielle Dreadbane,237,224,Mystic Djinn,Escaped
2023-01-22 01:36:16,Quorlinn Ironsong,244,173,Black Widow,Captured
2021-04-24 09:47:42,Illinor Silvermoon,197,150,Black Widow,Escaped
2023-08-07 05:35:22,Illinor Silvermoon,197,212,Twisted Dryad,Defeated
2022-05-15 15:31:26,Gorgrim Fellseeker,128,137,Earthquake Worm,Escaped
2022-01-13 06:41:34,Lyrielle Dreadbane,237,159,Fire Salamander,Defeated
2022-07-23 10:21:16,Oberion Leafwhisper,104,143,Poisonous Plant,Defeated
2022-11-11 02:22:09,Isolde Runesong,93,224,Mystic Djinn,Escaped
2022-11-28 20:45:20,Delgath Earthstrider,116,213,Forest Spirit,Captured
2022-04-20 14:28:31,Quorlinn Moonshard,102,18,Stone Sentinel,Escaped
2022-07-05 23:36:06,Raelis Ravenclaw,186,14,Spectral Knight,Defeated
2022-12-26 07:30:54,Illinor Thunderclap,184,44,Black Widow,Captured
2022-02-11 23:02:52,Belthorn Ashmantle,250,220,Royal Griffin,Defeated
2022-08-08 21:25:31,Raelis Ravenclaw,186,126,Silverback Gorilla,Escaped
2023-07-17 16:53:01,Thorgal Shadowgale,201,200,Frostbite Scorpion,Defeated
2022-10-12 04:32:47,Oberion Ironthorn,16,203,Mystic Djinn,Escaped
2022-07-29 22:44:35,Quorlinn Ironsong,244,151,Shadow Stalker,Escaped
2022-06-07 19:38:54,Oromis Darkbane,230,155,Radiant Valkyrie,Captured
2023-07-14 15:54:03,Saphyra Skullcrusher,215,56,Black Widow,Defeated
2023-06-26 04:55:56,Ashara Frostbane,46,206,Alpha Wolf,Defeated
2023-01-18 15:10:14,Morwyn Duskheart,52,177,Stone Sentinel,Escaped
2023-01-27 04:43:06,Xyphera Leafwhisper,255,3,Necrotic Lich,Defeated
2022-09-12 14:23:27,Laelor Nightshade,4,116,Thunder Drake,Escaped
2022-05-21 02:39:36,Solandria Grimspine,140,174,Magma Serpent,Defeated
2022-01-29 02:09:58,Orin Shadowheart,160,145,Demonic Harbinger,Escaped
2021-03-18 00:28:23,Zyralor Ironthorn,29,195,Twilight Satyr,Captured
2021-08-24 23:31:18,Orin Shadowheart,160,58,Haunted Marionette,Defeated
2022-01-30 11:57:36,Grundor Steelstrike,192,28,Crimson Rogue,Captured
2021-10-18 09:56:54,Serafelle Flamestrike,236,132,Twilight Satyr,Defeated
2022-12-07 01:59:02,Zephyrix Iceshard,182,166,Wandering Yeti,Defeated
2021-08-10 11:26:22,Veyla Sunspire,79,151,Shadow Stalker,Defeated
2023-01-05 09:24:02,Ulfrik Ragefang,88,48,Stone Sentinel,Captured
2021-10-11 16:55:20,Zaela Shadowgale,20,126,Silverback Gorilla,Defeated
2022-05-23 08:58:16,Oromis Darkbane,230,237,Phantom Banshee,Escaped
2022-06-20 22:42:27,Keldra Ravenclaw,226,33,Cursed Samurai,Defeated
2023-07-13 09:05:01,Elandria Firethorn,158,242,Phantom Banshee,Captured
2021-04-25 01:31:44,Orik Stormstrike,48,159,Fire Salamander,Defeated
2023-08-11 06:25:42,Raelan Leafwhisper,258,129,Phantom Assassin,Captured
2022-06-30 05:04:43,Delgath Earthstrider,116,181,Phantom Assassin,Defeated
2022-07-30 22:16:58,Lyrielle Dreadbane,237,143,Poisonous Plant,Escaped
2022-04-26 11:55:46,Orik Earthshaker,193,126,Silverback Gorilla,Captured
2022-03-14 15:24:08,Goromir Shadowheart,269,44,Black Widow,Escaped
2023-08-02 03:50:25,Kyrion Lightbringer,209,72,Black Widow,Captured
2021-12-13 06:49:10,Belthorn Cragjaw,199,99,Magma Serpent,Escaped
2021-03-16 16:11:13,Aerendir Earthshaker,207,246,Astral Naga,Defeated
2023-03-19 11:51:02,Zephyrix Iceshard,182,94,Murderous Wendigo,Captured
2022-10-10 17:22:34,Zephyrix Firethorn,100,190,Silverback Gorilla,Captured
2023-05-09 04:27:00,Aryndis Leafwhisper,204,33,Cursed Samurai,Captured
2021-02-28 23:58:04,Elandria Stoneforge,152,193,Chained Spirit,Escaped
2021-03-31 21:38:56,Valdrick Frostclaw,216,174,Magma Serpent,Defeated
2021-09-25 17:42:14,Isolde Runesong,93,253,Spectral Warden,Defeated
2022-06-01 10:43:08,Zephyra Snowfall,178,101,Ice Elemental,Defeated
2023-02-16 03:40:38,Lyrielle Dreadbane,237,185,Demonic Harbinger,Escaped
2021-01-12 05:46:52,Thorgal Nightbane,26,249,Silverback Gorilla,Captured
2022-05-09 08:31:19,Qelthar Iceshard,32,88,Scourge Wight,Defeated
2023-05-29 00:16:45,Elanor Earthshaker,278,219,Stone Sentinel,Captured
2023-04-18 00:25:33,Thorgrim Stoneforge,190,77,Sand Elemental,Defeated
2021-06-01 01:26:04,Selendis Ravenclaw,228,125,Cyclops Brute,Escaped
2023-06-14 18:49:24,Veylan Earthstrider,74,232,Phantom Banshee,Escaped
2023-03-09 17:53:49,Elandria Shadowflame,49,246,Astral Naga,Escaped
2023-07-24 12:36:30,Aryndis Mistmantle,253,220,Royal Griffin,Captured
2022-11-23 19:07:41,Morwyn Warclaw,55,185,Demonic Harbinger,Defeated
2023-06-20 02:56:09,Thorgrim Shadowgale,276,151,Shadow Stalker,Defeated
2021-12-21 01:21:03,Xyra Whitewolf,135,81,Enchanted Treant,Captured
2022-05-25 06:11:38,Oromis Snowfall,63,187,Silverback Gorilla,Escaped
2021-10-09 20:18:42,Keldra Ravenclaw,226,85,Lunar Moth,Captured
2022-10-26 00:01:44,Raelan Leafwhisper,258,35,Vampire Lord,Escaped
2021-07-05 11:44:32,Elandria Shadowflame,49,43,Fallen Archangel,Defeated
2023-05-09 00:32:53,Xyphera Leafwhisper,255,120,Ice Elemental,Escaped
2023-03-28 11:21:28,Belthorn Cragjaw,199,250,Illusionary Trickster,Escaped
2021-07-10 15:18:05,Endora Firethorn,81,23,Water Elemental,Defeated
2021-10-03 00:22:27,Thaldor Deathbringer,13,155,Radiant Valkyrie,Defeated
2023-07-04 14:30:14,Thorgrim Shadowgale,276,159,Fire Salamander,Defeated
2022-08-01 16:51:11,Elanor Ironthorn,61,228,Lunar Witch,Defeated
2022-11-22 20:19:23,Thaelen Glowspark,15,190,Silverback Gorilla,Escaped
2022-06-24 10:24:59,Raelis Bloodfang,138,129,Phantom Assassin,Escaped
2021-04-19 06:02:34,Veyla Brightscale,155,256,Spiked Behemoth,Captured
2022-07-29 12:00:01,Delgath Ravenclaw,241,114,Unholy Death Knight,Defeated
2022-03-31 16:10:34,Gilean Oakheart,22,190,Silverback Gorilla,Escaped
2023-02-13 23:57:24,Gilean Oakheart,22,54,Ethereal Banshee,Escaped
2023-04-05 03:06:51,Gwynara Swiftwind,280,256,Spiked Behemoth,Defeated
2021-02-04 06:37:22,Veyla Frostclaw,85,227,Chained Spirit,Captured
2023-07-30 20:29:54,Illinor Silvermoon,197,200,Frostbite Scorpion,Defeated
2021-06-13 23:25:09,Raelthorn Shadowgale,252,89,Electric Eel,Defeated
2021-10-10 02:16:30,Raelan Leafwhisper,258,127,Glacial Kraken,Captured
2023-07-11 18:35:07,Saphyra Bloodfang,163,97,Earthquake Worm,Captured
2023-05-16 07:13:57,Valeria Stormblade,222,206,Alpha Wolf,Defeated
2021-03-11 21:21:01,Valeria Cragjaw,14,162,Swamp Leviathan,Captured
2022-11-22 23:29:21,Valdrick Frostclaw,216,223,Shadow Wraith,Defeated
2023-09-13 02:24:24,Runorin Brightscale,239,105,Cyclops Brute,Escaped
2021-10-10 22:38:05,Zephyrix Iceshard,182,95,Twisted Dryad,Defeated
2021-08-23 15:42:43,Valeria Stormblade,222,18,Stone Sentinel,Defeated
2021-07-07 05:05:25,Thera Dragonfang,132,3,Necrotic Lich,Escaped
2021-08-21 02:48:28,Thorgath Ashenveil,143,181,Phantom Assassin,Captured
2022-06-07 01:05:16,Elandria Firethorn,158,69,Corrupted Angel,Defeated
2022-01-08 14:26:54,Valyndra Earthstrider,240,237,Phantom Banshee,Defeated
2023-02-24 09:57:46,Qelthar Iceshard,32,187,Silverback Gorilla,Defeated
2022-10-14 05:57:28,Zaela Shadowheart,59,116,Thunder Drake,Captured
2021-06-29 18:01:29,Endora Dragonfang,115,94,Murderous Wendigo,Escaped
2022-12-22 23:02:05,Valeria Stormblade,222,177,Stone Sentinel,Escaped
2023-08-23 07:56:50,Veyla Sunspire,79,74,Cave Spider,Escaped
2023-03-17 20:02:14,Saphyra Deathbringer,119,155,Radiant Valkyrie,Captured
2022-07-06 02:27:22,Aryndis Mistmantle,253,137,Earthquake Worm,Escaped
2021-06-12 06:30:37,Orik Stormstrike,48,31,Golden Gryphon,Escaped
2021-12-02 18:15:56,Thorgrim Stoneforge,190,190,Silverback Gorilla,Escaped
2022-12-21 23:16:15,Zephyrix Iceshard,182,38,Infernal Incubus,Escaped
2021-07-21 00:13:47,Quorlinn Moonshard,102,110,Forest Spirit,Escaped
2021-05-24 02:02:45,Morwyn Darkveil,225,22,Wandering Yeti,Escaped
2021-07-14 03:45:10,Orik Earthshaker,193,174,Magma Serpent,Escaped
2022-07-02 02:01:55,Isolde Runesong,93,56,Black Widow,Defeated
2021-04-14 05:37:54,Ulfrik Ragefang,88,89,Electric Eel,Escaped
2021-06-30 04:48:38,Lythra Flamestrike,54,224,Mystic Djinn,Captured
2021-07-19 15:33:43,Thorgal Shadowgale,201,212,Twisted Dryad,Escaped
2023-02-05 14:05:15,Thorgrim Dreadbane,259,3,Necrotic Lich,Defeated
2021-02-17 02:50:00,Zephyra Deathbringer,98,245,Flamekeeper Elemental,Escaped
2022-01-07 08:00:16,Kyrion Lightbringer,209,7,Fire Salamander,Defeated
2023-02-02 22:09:19,Thorgrim Skyshard,179,11,Dreaded Chimera,Escaped
2023-03-18 10:16:10,Ulfrik Fellseeker,223,108,Warrior Orc,Defeated
2023-04-01 01:51:35,Oromis Snowfall,63,79,Enchanted Treant,Captured
2023-08-04 10:50:32,Lythor Bearclaw,130,105,Cyclops Brute,Escaped
2021-01-02 16:42:12,Nymriel Whitewolf,218,242,Phantom Banshee,Escaped
2021-07-24 01:35:32,Thorgath Ravenclaw,43,249,Silverback Gorilla,Defeated
2022-11-16 12:52:22,Laelor Nightshade,4,99,Magma Serpent,Escaped
2023-02-01 06:56:07,Veyla Sunspire,79,157,Glacial Kraken,Captured
2023-01-11 11:25:18,Keldra Ravenclaw,226,250,Illusionary Trickster,Defeated
2022-10-01 01:20:05,Saphyra Moonshard,195,81,Enchanted Treant,Defeated
2022-07-03 08:04:15,Keldra Ravenclaw,226,249,Silverback Gorilla,Defeated
2023-08-14 22:57:36,Thorgal Shadowgale,201,195,Twilight Satyr,Defeated
2021-07-17 17:31:08,Aryndis Nightshade,134,256,Spiked Behemoth,Escaped
2022-10-28 21:44:26,Drakan Ironbane,103,195,Twilight Satyr,Defeated
2023-08-06 11:14:42,Aerendir Earthshaker,207,44,Black Widow,Escaped
2023-08-03 18:57:13,Elandria Deathbringer,198,41,Armored Basilisk,Captured
2023-07-20 21:13:28,Faenar Earthshaker,176,33,Cursed Samurai,Defeated
2022-03-15 00:50:31,Oberion Ironthorn,16,112,Winged Serpent,Captured
2021-03-15 20:10:15,Raelthorn Shadowgale,252,151,Shadow Stalker,Defeated
2022-09-27 11:33:31,Keldra Moonshard,166,231,Necrotic Lich,Defeated
2021-03-25 21:32:50,Illinor Thunderclap,184,69,Corrupted Angel,Captured
2021-02-12 19:12:05,Endora Firethorn,81,202,Scourge Wight,Captured
2022-04-24 03:18:26,Selendis Swiftblade,200,74,Cave Spider,Escaped
2021-03-26 10:14:27,Quorlinn Ironsong,244,253,Spectral Warden,Escaped
2023-04-01 20:27:53,Gilean Oakheart,22,208,Illusionary Trickster,Captured
2022-03-18 18:36:45,Goromir Skullcrusher,272,70,Twisted Dryad,Escaped
2022-06-10 16:01:32,Selendis Ravenclaw,228,137,Earthquake Worm,Captured
2023-03-14 18:49:11,Oberion Ironthorn,16,110,Forest Spirit,Defeated
2023-03-05 17:55:35,Zaela Shadowheart,59,210,Twisted Dryad,Defeated
2023-03-07 12:46:05,Belthorn Cragjaw,199,195,Twilight Satyr,Escaped
2022-06-01 06:26:43,Thorgrim Stoneforge,190,86,Skeletal Mage,Escaped
2023-05-08 18:30:16,Endora Darkfall,90,189,Fire Salamander,Defeated
2021-10-14 12:01:04,Kyrion Lightbringer,209,249,Silverback Gorilla,Captured
2021-01-19 08:55:41,Raelthorn Shadowgale,252,210,Twisted Dryad,Defeated
2023-05-12 07:50:59,Lyrielle Seaspray,274,54,Ethereal Banshee,Defeated
2022-07-28 13:53:09,Zephyra Snowfall,178,204,Scourge Wight,Escaped
2023-05-16 15:23:59,Raelis Ravenclaw,186,208,Illusionary Trickster,Defeated
2022-06-22 19:07:24,Gilean Oakheart,22,234,Frost Giant,Captured
2021-01-09 10:57:51,Thera Dragonfang,132,60,Skeletal Mage,Captured
2021-02-28 13:54:47,Zephyra Deathbringer,98,31,Golden Gryphon,Escaped
2023-01-03 13:41:35,Zephyrix Iceshard,182,237,Phantom Banshee,Defeated
2022-12-19 12:41:28,Thundara Skullcrusher,248,212,Twisted Dryad,Captured
2023-03-08 23:32:24,Endora Dragonfang,115,120,Ice Elemental,Escaped
2022-05-12 21:51:26,Azalor Shadowgale,125,8,Infernal Incubus,Captured
2023-03-29 23:19:13,Veyla Sunspire,79,185,Demonic Harbinger,Defeated
2022-12-12 20:57:23,Thorgath Ravenclaw,43,88,Scourge Wight,Escaped
2021-06-12 16:02:53,Lythra Flamestrike,54,180,Enchanted Treant,Captured
2021-09-26 17:38:24,Aryndis Whitewolf,56,11,Dreaded Chimera,Captured
2023-08-31 16:51:14,Azalor Shadowheart,110,45,Harpy Scream,Defeated
2022-11-20 11:09:20,Selendis Starshield,262,157,Glacial Kraken,Escaped
2023-05-24 16:09:34,Oberion Ironthorn,16,215,Cybernetic Scorpion,Escaped
2021-05-05 07:06:04,Thorgath Ravenclaw,43,88,Scourge Wight,Captured
2022-01-25 00:54:19,Lythor Bearclaw,130,86,Skeletal Mage,Captured
2023-04-14 09:13:11,Quorlinn Moonshard,102,245,Flamekeeper Elemental,Captured
2021-03-20 10:26:46,Gorgrim Fellseeker,128,114,Unholy Death Knight,Defeated
2022-08-31 00:07:12,Thaldor Shadowflame,187,215,Cybernetic Scorpion,Captured
2021-07-28 11:15:37,Belthorn Ashmantle,250,168,Death Reaper,Escaped
2022-06-01 22:35:27,Oberion Leafwhisper,104,163,Phantom Banshee,Captured
2021-08-16 04:35:44,Belthorn Cragjaw,199,227,Chained Spirit,Defeated
2022-06-23 05:18:56,Gwynara Swiftwind,280,82,Corrupted Paladin,Captured
2023-01-05 16:20:39,Ashara Frostbane,46,237,Phantom Banshee,Defeated
2022-01-01 19:43:43,Daelis Dragonfang,169,97,Earthquake Worm,Captured
2021-08-01 05:29:48,Thorgal Nightbane,26,174,Magma Serpent,Defeated
2022-10-01 11:53:45,Selendis Ravenclaw,228,148,Earthquake Worm,Escaped
2021-12-31 03:23:11,Solandria Grimspine,140,11,Dreaded Chimera,Defeated
2023-01-03 08:08:16,Selendis Starshield,262,81,Enchanted Treant,Defeated
2023-06-14 06:18:51,Xyra Steelstrike,27,245,Flamekeeper Elemental,Captured
2023-02-20 01:39:35,Illinor Thunderclap,184,250,Illusionary Trickster,Escaped
2023-05-04 12:35:08,Lythra Flamestrike,54,185,Demonic Harbinger,Captured
2022-11-09 04:26:19,Faenar Earthshaker,176,58,Haunted Marionette,Captured
2021-04-15 07:16:00,Raelthorn Shadowgale,252,19,Astral Naga,Captured
2023-06-05 13:54:35,Jadefang Fellseeker,144,228,Lunar Witch,Defeated
2022-06-12 01:47:40,Morwyn Warclaw,55,48,Stone Sentinel,Captured
2022-09-24 07:53:26,Saphyra Deathbringer,119,208,Illusionary Trickster,Escaped
2023-07-08 18:47:12,Aryndis Leafwhisper,204,94,Murderous Wendigo,Defeated
2021-07-21 22:32:39,Endora Darkfall,90,91,Corrupted Angel,Defeated
2023-02-27 16:32:47,Xirelle Darkfall,127,151,Shadow Stalker,Escaped
2023-08-07 06:04:57,Serafelle Flamestrike,236,15,Golden Gryphon,Captured
2021-04-10 01:55:46,Selendis Swiftblade,200,5,Corrupted Alchemist,Escaped
2022-02-14 08:03:15,Zyraziel Swiftblade,33,79,Enchanted Treant,Captured
2023-08-31 14:45:42,Selendis Ravenclaw,228,77,Sand Elemental,Defeated
2023-04-18 07:31:03,Grundor Steelstrike,192,8,Infernal Incubus,Captured
2021-09-18 07:29:23,Azalor Shadowheart,110,119,Swamp Leviathan,Escaped
2022-02-05 20:56:38,Thundara Skullcrusher,248,103,Murderous Wendigo,Defeated
2022-11-24 06:53:45,Thorgrim Shadowgale,276,162,Swamp Leviathan,Defeated
2021-05-06 06:09:22,Kyrion Lightbringer,209,210,Twisted Dryad,Escaped
2023-07-01 13:33:17,Keldra Moonshard,166,15,Golden Gryphon,Escaped
2023-03-03 06:05:45,Thorgrim Skyshard,179,120,Ice Elemental,Captured
2023-02-24 05:50:11,Oromis Darkbane,230,202,Scourge Wight,Captured
2022-05-22 04:58:08,Thorgath Ravenclaw,43,86,Skeletal Mage,Defeated
2023-06-27 20:25:04,Azalor Thundersong,65,106,Demonic Harbinger,Escaped
2022-06-21 17:12:29,Veyla Sunspire,79,18,Stone Sentinel,Captured
2021-11-20 01:11:11,Valdrick Frostclaw,216,145,Demonic Harbinger,Captured
2021-06-22 10:03:45,Raelthorn Shadowgale,252,206,Alpha Wolf,Defeated
2022-06-23 02:03:42,Thaelen Glowspark,15,51,Dire Bat,Defeated
2022-06-10 19:37:21,Ulfrik Fellseeker,223,120,Ice Elemental,Captured
2022-07-16 14:54:26,Azalor Thundersong,65,183,Cursed Mummy,Defeated
2023-02-24 07:21:54,Thorgal Nightbane,26,246,Astral Naga,Escaped
2022-02-01 09:14:06,Elandria Shadowflame,49,51,Dire Bat,Defeated
2022-01-30 09:18:40,Nymriel Whitewolf,218,132,Twilight Satyr,Escaped
2021-01-31 20:22:14,Zyraziel Swiftblade,33,219,Stone Sentinel,Escaped
2021-02-08 18:31:29,Xyphera Leafwhisper,255,143,Poisonous Plant,Defeated
2023-01-29 02:10:52,Aerendir Stoneshield,150,220,Royal Griffin,Captured
2022-09-13 22:46:40,Zephyra Deathbringer,98,35,Vampire Lord,Captured
2021-04-22 17:47:29,Zephyra Deathbringer,98,72,Black Widow,Captured
2023-08-30 18:34:45,Saphyra Skullcrusher,215,14,Spectral Knight,Captured
2022-10-10 14:42:41,Faelthorn Brightscale,173,3,Necrotic Lich,Escaped
2023-02-05 13:27:34,Delgath Earthstrider,116,91,Corrupted Angel,Escaped
2022-06-05 23:58:31,Aryndis Nightshade,134,158,Dark Sorcerer,Captured
2022-01-16 00:39:20,Valeria Cragjaw,14,88,Scourge Wight,Defeated
2021-08-25 22:31:22,Drakan Seaspray,35,105,Cyclops Brute,Defeated
2022-07-12 12:26:36,Zephyra Snowfall,178,69,Corrupted Angel,Captured
2022-06-04 02:57:33,Orik Stormstrike,48,79,Enchanted Treant,Captured
2022-12-02 02:39:11,Daelis Dragonfang,169,215,Cybernetic Scorpion,Defeated
2023-02-16 10:02:01,Azalor Thundersong,65,193,Chained Spirit,Escaped
2023-02-19 16:02:29,Daelis Dragonfang,169,7,Fire Salamander,Escaped
2023-01-25 07:07:33,Elandria Firethorn,158,105,Cyclops Brute,Escaped
2021-09-07 16:57:22,Selendis Earthshaker,251,23,Water Elemental,Captured
2021-07-09 04:25:54,Ashara Frostbane,46,174,Magma Serpent,Defeated
2021-05-09 17:03:24,Serafelle Earthward,2,215,Cybernetic Scorpion,Captured
2021-07-17 00:11:28,Laelor Nightshade,4,69,Corrupted Angel,Escaped
2023-02-28 19:17:09,Endora Darkfall,90,193,Chained Spirit,Defeated
2022-09-07 20:58:35,Xyra Whitewolf,135,108,Warrior Orc,Escaped
2022-03-14 15:13:01,Elanor Sunshield,243,11,Dreaded Chimera,Defeated
2023-02-18 05:35:48,Aerendir Earthshaker,207,145,Demonic Harbinger,Defeated
2023-02-11 03:58:33,Azalor Shadowgale,125,193,Chained Spirit,Defeated
2022-02-04 21:28:37,Grundor Steelstrike,192,69,Corrupted Angel,Escaped
2022-06-26 09:02:09,Lythor Bearclaw,130,91,Corrupted Angel,Escaped
2021-08-25 02:33:36,Lunarion Steelstrike,66,187,Silverback Gorilla,Captured
2021-10-07 06:42:33,Thaelis Starshield,10,19,Astral Naga,Defeated
2022-12-05 22:49:18,Aerendir Earthshaker,207,231,Necrotic Lich,Escaped
2022-06-13 11:52:28,Delgath Earthstrider,116,48,Stone Sentinel,Captured
2023-09-05 17:37:16,Zaela Dragonfang,80,56,Black Widow,Captured
2021-07-21 10:22:00,Azalor Shadowheart,110,38,Infernal Incubus,Defeated
2021-05-14 05:47:36,Selendis Starshield,262,189,Fire Salamander,Defeated
2022-08-20 09:04:06,Quorlinn Ironsong,244,250,Illusionary Trickster,Escaped
2022-02-25 23:51:32,Elandria Shadowflame,49,60,Skeletal Mage,Escaped
2022-05-23 15:24:35,Elanor Ironthorn,61,203,Mystic Djinn,Captured
2021-11-08 04:07:09,Faelthorn Silverbow,107,116,Thunder Drake,Captured
2022-08-01 16:07:19,Runorin Grimspine,38,250,Illusionary Trickster,Escaped
